feature,threshold,operator,pass_count,fail_count,winner_ratio_pass_pct,loser_ratio_pass_pct,winner_ratio_fail_pct,loser_ratio_fail_pct,precision,recall,f1,lift,odds_ratio,avg_return_2h_pass,avg_return_2h_fail,avg_return_4h_pass,avg_return_4h_fail,win_rate_pass_pct,expected_return_lift_2h,direction
2h_previous_ma20_distance_pct,-8.62712,lte,45,852,31.11,20.0,19.37,80.63,0.3111,0.0782,0.125,1.559,6.4768,3.9294,3.8561,5.7996,3.3608,62.22,0.0733,short
2h_previous_ma20_distance_pct,-5.267726,lte,86,811,27.91,18.6,19.11,80.89,0.2791,0.1341,0.1811,1.3985,6.3484,3.9774,3.8473,4.5636,3.3685,58.14,0.13,short
2h_previous_ma20_distance_pct,-1.908332,lte,162,735,17.9,20.37,20.41,79.59,0.179,0.162,0.1701,0.8971,3.4273,3.3574,3.9705,3.4664,3.4868,54.32,-0.6131,short
2h_previous_ma20_distance_pct,1.451062,lte,262,635,17.56,17.94,20.94,79.06,0.1756,0.257,0.2086,0.8798,3.6941,3.321,4.0821,3.7178,3.3863,51.53,-0.7611,short
2h_previous_ma20_distance_pct,4.810456,lte,390,507,14.87,17.44,23.87,76.13,0.1487,0.324,0.2039,0.7453,2.721,3.2048,4.3636,3.4963,3.4729,47.95,-1.1588,short
2h_previous_ma20_distance_pct,8.16985,lte,484,413,14.46,17.98,26.39,73.61,0.1446,0.3911,0.2112,0.7248,2.244,3.2273,4.601,3.2677,3.7355,46.9,-1.3738,short
2h_previous_ma20_distance_pct,11.529244,lte,581,316,15.66,17.56,27.85,72.15,0.1566,0.5084,0.2395,0.7849,2.3115,3.4136,4.6801,3.3879,3.6583,48.71,-1.2665,short
2h_previous_ma20_distance_pct,14.888638,lte,656,241,15.85,18.29,31.12,68.88,0.1585,0.581,0.2491,0.7945,1.9182,3.373,5.1848,3.2462,4.128,48.93,-1.8118,short
2h_previous_ma20_distance_pct,18.248032,lte,712,185,16.99,18.4,31.35,68.65,0.1699,0.676,0.2716,0.8516,2.0225,3.4528,5.4261,3.2408,4.4158,49.44,-1.9732,short
2h_previous_ma20_distance_pct,21.607426,lte,750,147,16.8,18.8,36.05,63.95,0.168,0.7039,0.2713,0.8419,1.5849,3.3998,6.2066,3.1628,5.1176,49.6,-2.8068,short
2h_previous_ma20_distance_pct,24.96682,lte,782,115,16.62,18.54,42.61,57.39,0.1662,0.7263,0.2706,0.8331,1.2076,3.4384,6.7254,3.196,5.4354,49.87,-3.2871,short
2h_previous_ma20_distance_pct,28.326214,lte,801,96,16.85,18.73,45.83,54.17,0.1685,0.7542,0.2755,0.8446,1.0636,3.4575,7.2166,3.1706,6.0909,50.06,-3.7591,short
2h_previous_ma20_distance_pct,31.685608,lte,820,77,17.32,19.15,48.05,51.95,0.1732,0.7933,0.2843,0.8678,0.9778,3.496,7.7335,3.1712,6.8051,50.0,-4.2375,short
2h_previous_ma20_distance_pct,35.045002,lte,831,66,17.69,19.37,48.48,51.52,0.1769,0.8212,0.2911,0.8865,0.9701,3.5855,7.3134,3.1619,7.527,50.06,-3.7279,short
2h_previous_ma20_distance_pct,38.404396,lte,841,56,17.6,19.38,55.36,44.64,0.176,0.8268,0.2902,0.8819,0.7322,3.5765,8.1139,3.1672,8.2275,50.06,-4.5374,short
2h_previous_ma20_distance_pct,41.76379,lte,852,45,18.08,19.37,55.56,44.44,0.1808,0.8603,0.2987,0.9058,0.7467,3.6536,7.7631,3.2257,8.3566,50.35,-4.1095,short
2h_previous_ma20_distance_pct,45.123184,lte,855,42,18.25,19.3,54.76,45.24,0.1825,0.8715,0.3017,0.9143,0.781,3.6779,7.5626,3.2318,8.5985,50.53,-3.8847,short
2h_previous_ma20_distance_pct,48.482578,lte,863,34,18.42,19.7,58.82,41.18,0.1842,0.8883,0.3052,0.9233,0.6547,3.6865,8.2573,3.2236,10.0715,50.41,-4.5707,short
2h_previous_ma20_distance_pct,51.841972,lte,863,34,18.42,19.7,58.82,41.18,0.1842,0.8883,0.3052,0.9233,0.6547,3.6865,8.2573,3.2236,10.0715,50.41,-4.5707,short
2h_previous_ma20_distance_pct,55.201366,lte,871,26,18.83,19.63,57.69,42.31,0.1883,0.9162,0.3124,0.9436,0.7033,3.7498,7.5451,3.3765,7.0543,50.52,-3.7953,short
2h_previous_ma20_distance_pct,58.56076,lte,873,24,18.9,19.7,58.33,41.67,0.189,0.9218,0.3137,0.9471,0.6852,3.7456,8.0132,3.3693,7.6235,50.52,-4.2676,short
2h_previous_ma20_distance_pct,61.920154,lte,876,21,18.95,19.86,61.9,38.1,0.1895,0.9274,0.3147,0.9496,0.5871,3.721,9.6489,3.3425,9.3473,50.46,-5.9279,short
2h_previous_ma20_distance_pct,65.279548,lte,880,17,19.2,19.77,58.82,41.18,0.192,0.9441,0.3192,0.9624,0.6799,3.7714,8.4366,3.3597,9.8706,50.68,-4.6652,short
2h_previous_ma20_distance_pct,68.638942,lte,884,13,19.46,19.8,53.85,46.15,0.1946,0.9609,0.3236,0.975,0.8424,3.7901,8.6009,3.3686,11.2703,50.79,-4.8108,short
2h_previous_ma20_distance_pct,71.998336,lte,886,11,19.53,19.86,54.55,45.45,0.1953,0.9665,0.3249,0.9785,0.8191,3.7926,9.2714,3.3551,13.7918,50.79,-5.4788,short
2h_previous_ma20_distance_pct,75.35773,lte,887,10,19.5,19.84,60.0,40.0,0.195,0.9665,0.3246,0.9774,0.6553,3.7908,9.9799,3.3521,15.1037,50.73,-6.1891,short
2h_previous_ma20_distance_pct,78.717124,lte,889,8,19.46,19.91,75.0,25.0,0.1946,0.9665,0.324,0.9752,0.3258,3.7786,12.8778,3.3508,18.1911,50.62,-9.0991,short
2h_previous_ma20_distance_pct,82.076518,lte,891,6,19.53,19.98,83.33,16.67,0.1953,0.9721,0.3252,0.9786,0.1955,3.7914,14.0157,3.3871,17.7361,50.62,-10.2243,short
2h_previous_ma20_distance_pct,85.435912,lte,896,1,19.87,19.98,100.0,0.0,0.1987,0.9944,0.3312,0.9955,0.9944,3.8499,12.706,3.4695,15.681,50.78,-8.8561,short
2h_previous_ma20_distance_pct,88.795306,lte,896,1,19.87,19.98,100.0,0.0,0.1987,0.9944,0.3312,0.9955,0.9944,3.8499,12.706,3.4695,15.681,50.78,-8.8561,short
2h_previous_ma20_distance_pct,92.1547,lte,897,0,19.96,19.96,0.0,0.0,0.1996,1.0,0.3327,1.0,100.0,3.8598,0.0,3.4831,0.0,50.84,3.8598,short
2h_previous_range_pct,0.0,gte,897,0,19.96,19.96,0.0,0.0,0.1996,1.0,0.3327,1.0,100.0,3.8598,0.0,3.4831,0.0,50.84,3.8598,short
2h_previous_range_pct,2.094994,gte,855,42,20.58,20.35,7.14,92.86,0.2058,0.9832,0.3404,1.0315,13.1494,3.9148,2.7391,3.539,2.3463,51.58,1.1757,short
2h_previous_range_pct,4.189988,gte,683,214,23.72,19.33,7.94,92.06,0.2372,0.905,0.3759,1.1886,14.2219,4.2914,2.4823,3.8188,2.4116,54.76,1.8091,short
2h_previous_range_pct,6.284982,gte,478,419,28.45,20.29,10.26,89.74,0.2845,0.7598,0.414,1.4258,12.2599,4.7678,2.8239,4.1264,2.7493,57.95,1.9438,short
2h_previous_range_pct,8.379976,gte,337,560,30.56,23.74,13.57,86.43,0.3056,0.5754,0.3992,1.5316,8.1993,4.8207,3.2815,3.864,3.2539,57.27,1.5392,short
2h_previous_range_pct,10.47497,gte,254,643,35.43,22.05,13.84,86.16,0.3543,0.5028,0.4157,1.7756,10.004,5.615,3.1664,4.7358,2.9883,59.84,2.4486,short
2h_previous_range_pct,12.569964,gte,185,712,36.22,22.16,15.73,84.27,0.3622,0.3743,0.3681,1.8149,8.7544,5.6685,3.3898,4.8354,3.1318,60.54,2.2786,short
2h_previous_range_pct,14.664958,gte,136,761,40.44,22.06,16.29,83.71,0.4044,0.3073,0.3492,2.0266,9.418,6.2542,3.4319,5.4944,3.1237,61.76,2.8223,short
2h_previous_range_pct,16.759952,gte,101,796,42.57,18.81,17.09,82.91,0.4257,0.2402,0.3071,2.1335,10.983,6.7338,3.4951,6.2971,3.1261,65.35,3.2387,short
2h_previous_range_pct,18.854946,gte,81,816,41.98,19.75,17.77,82.23,0.4198,0.1899,0.2615,2.1035,9.8336,6.485,3.5992,5.4737,3.2855,67.9,2.8858,short
2h_previous_range_pct,20.94994,gte,70,827,41.43,20.0,18.14,81.86,0.4143,0.162,0.2329,2.0761,9.349,6.673,3.6217,6.6039,3.219,67.14,3.0513,short
2h_previous_range_pct,23.044934,gte,57,840,49.12,19.3,17.98,82.02,0.4912,0.1564,0.2373,2.4616,11.6147,7.5469,3.6096,6.9452,3.2482,70.18,3.9373,short
2h_previous_range_pct,25.139928,gte,48,849,50.0,20.83,18.26,81.74,0.5,0.1341,0.2115,2.5056,10.7458,7.7376,3.6405,7.5032,3.2558,70.83,4.0971,short
2h_previous_range_pct,27.234922,gte,42,855,45.24,23.81,18.71,81.29,0.4524,0.1061,0.1719,2.267,8.2531,6.2313,3.7433,4.801,3.4184,66.67,2.488,short
2h_previous_range_pct,29.329916,gte,35,862,45.71,20.0,18.91,81.09,0.4571,0.0894,0.1495,2.2908,9.8019,6.2744,3.7617,4.2995,3.45,68.57,2.5127,short
2h_previous_range_pct,31.42491,gte,29,868,48.28,17.24,19.01,80.99,0.4828,0.0782,0.1346,2.4192,11.9297,6.899,3.7582,4.7354,3.4413,72.41,3.1407,short
2h_previous_range_pct,33.519904,gte,22,875,50.0,18.18,19.2,80.8,0.5,0.0615,0.1095,2.5056,11.5729,7.4916,3.7685,5.6665,3.4282,72.73,3.7231,short
2h_previous_range_pct,35.614898,gte,18,879,44.44,22.22,19.45,80.55,0.4444,0.0447,0.0812,2.2272,8.2807,6.6859,3.8019,5.8716,3.4342,66.67,2.884,short
2h_previous_range_pct,37.709892,gte,16,881,43.75,25.0,19.52,80.48,0.4375,0.0391,0.0718,2.1924,7.2137,6.8277,3.8059,6.0796,3.436,62.5,3.0218,short
2h_previous_range_pct,39.804886,gte,10,887,40.0,20.0,19.73,80.27,0.4,0.0223,0.0423,2.0045,8.1371,8.9015,3.8029,9.817,3.4117,60.0,5.0986,short
2h_previous_range_pct,41.89988,gte,8,889,37.5,25.0,19.8,80.2,0.375,0.0168,0.0321,1.8792,6.0767,6.2138,3.8386,5.2994,3.4668,62.5,2.3752,short
2h_previous_range_pct,43.994874,gte,7,890,28.57,28.57,19.89,80.11,0.2857,0.0112,0.0215,1.4318,4.0282,4.4548,3.8551,4.449,3.4755,57.14,0.5997,short
2h_previous_range_pct,46.089868,gte,6,891,33.33,33.33,19.87,80.13,0.3333,0.0112,0.0216,1.6704,4.0339,4.7989,3.8535,6.0228,3.466,66.67,0.9454,short
2h_previous_range_pct,48.184862,gte,6,891,33.33,33.33,19.87,80.13,0.3333,0.0112,0.0216,1.6704,4.0339,4.7989,3.8535,6.0228,3.466,66.67,0.9454,short
2h_previous_range_pct,50.279856,gte,4,893,25.0,50.0,19.93,80.07,0.25,0.0056,0.0109,1.2528,2.0084,2.3257,3.8667,1.9687,3.4899,50.0,-1.5409,short
2h_previous_range_pct,52.37485,gte,3,894,33.33,66.67,19.91,80.09,0.3333,0.0056,0.011,1.6704,2.0112,1.3773,3.8681,2.7773,3.4855,33.33,-2.4909,short
2h_previous_range_pct,54.469844,gte,3,894,33.33,66.67,19.91,80.09,0.3333,0.0056,0.011,1.6704,2.0112,1.3773,3.8681,2.7773,3.4855,33.33,-2.4909,short
2h_previous_range_pct,56.564838,gte,3,894,33.33,66.67,19.91,80.09,0.3333,0.0056,0.011,1.6704,2.0112,1.3773,3.8681,2.7773,3.4855,33.33,-2.4909,short
2h_previous_range_pct,58.659832,gte,3,894,33.33,66.67,19.91,80.09,0.3333,0.0056,0.011,1.6704,2.0112,1.3773,3.8681,2.7773,3.4855,33.33,-2.4909,short
2h_previous_range_pct,60.754826,gte,3,894,33.33,66.67,19.91,80.09,0.3333,0.0056,0.011,1.6704,2.0112,1.3773,3.8681,2.7773,3.4855,33.33,-2.4909,short
2h_previous_range_pct,62.84982,gte,3,894,33.33,66.67,19.91,80.09,0.3333,0.0056,0.011,1.6704,2.0112,1.3773,3.8681,2.7773,3.4855,33.33,-2.4909,short
2h_previous_range_pct,64.944814,gte,2,895,0.0,100.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,-4.8852,3.8793,-9.2203,3.5115,0.0,-8.7645,short
2h_previous_range_pct,67.039808,gte,2,895,0.0,100.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,-4.8852,3.8793,-9.2203,3.5115,0.0,-8.7645,short
2h_previous_range_pct,69.134802,gte,2,895,0.0,100.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,-4.8852,3.8793,-9.2203,3.5115,0.0,-8.7645,short
2h_previous_range_pct,71.229796,gte,2,895,0.0,100.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,-4.8852,3.8793,-9.2203,3.5115,0.0,-8.7645,short
2h_previous_range_pct,73.32479,gte,2,895,0.0,100.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,-4.8852,3.8793,-9.2203,3.5115,0.0,-8.7645,short
2h_previous_range_pct,75.419784,gte,2,895,0.0,100.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,-4.8852,3.8793,-9.2203,3.5115,0.0,-8.7645,short
2h_previous_range_pct,77.514778,gte,1,896,0.0,100.0,19.98,80.02,0.0,0.0,0.0,0.0,0.0,-8.7001,3.8738,-16.4473,3.5054,0.0,-12.5739,short
2h_previous_range_pct,79.609772,gte,1,896,0.0,100.0,19.98,80.02,0.0,0.0,0.0,0.0,0.0,-8.7001,3.8738,-16.4473,3.5054,0.0,-12.5739,short
2h_previous_range_pct,81.704766,gte,1,896,0.0,100.0,19.98,80.02,0.0,0.0,0.0,0.0,0.0,-8.7001,3.8738,-16.4473,3.5054,0.0,-12.5739,short
2h_previous_range_pct,83.79976,gte,1,896,0.0,100.0,19.98,80.02,0.0,0.0,0.0,0.0,0.0,-8.7001,3.8738,-16.4473,3.5054,0.0,-12.5739,short
2h_previous_range_pct,85.894754,gte,1,896,0.0,100.0,19.98,80.02,0.0,0.0,0.0,0.0,0.0,-8.7001,3.8738,-16.4473,3.5054,0.0,-12.5739,short
2h_previous_range_pct,87.989748,gte,1,896,0.0,100.0,19.98,80.02,0.0,0.0,0.0,0.0,0.0,-8.7001,3.8738,-16.4473,3.5054,0.0,-12.5739,short
2h_previous_range_pct,90.084742,gte,1,896,0.0,100.0,19.98,80.02,0.0,0.0,0.0,0.0,0.0,-8.7001,3.8738,-16.4473,3.5054,0.0,-12.5739,short
2h_previous_range_pct,92.179736,gte,1,896,0.0,100.0,19.98,80.02,0.0,0.0,0.0,0.0,0.0,-8.7001,3.8738,-16.4473,3.5054,0.0,-12.5739,short
2h_previous_range_pct,94.27473,gte,1,896,0.0,100.0,19.98,80.02,0.0,0.0,0.0,0.0,0.0,-8.7001,3.8738,-16.4473,3.5054,0.0,-12.5739,short
2h_previous_range_pct,96.369724,gte,1,896,0.0,100.0,19.98,80.02,0.0,0.0,0.0,0.0,0.0,-8.7001,3.8738,-16.4473,3.5054,0.0,-12.5739,short
2h_previous_range_pct,98.464718,gte,1,896,0.0,100.0,19.98,80.02,0.0,0.0,0.0,0.0,0.0,-8.7001,3.8738,-16.4473,3.5054,0.0,-12.5739,short
2h_previous_range_pct,100.559712,gte,1,896,0.0,100.0,19.98,80.02,0.0,0.0,0.0,0.0,0.0,-8.7001,3.8738,-16.4473,3.5054,0.0,-12.5739,short
2h_previous_range_pct,102.654706,gte,1,896,0.0,100.0,19.98,80.02,0.0,0.0,0.0,0.0,0.0,-8.7001,3.8738,-16.4473,3.5054,0.0,-12.5739,short
2h_previous_range_pct,104.7497,gte,1,896,0.0,100.0,19.98,80.02,0.0,0.0,0.0,0.0,0.0,-8.7001,3.8738,-16.4473,3.5054,0.0,-12.5739,short
2h_previous_range_pct,0.0,lte,3,894,33.33,0.0,19.91,80.09,0.3333,0.0056,0.011,1.6704,4.0225,4.7918,3.8567,3.6693,3.4825,66.67,0.9352,short
2h_previous_range_pct,2.094994,lte,42,855,7.14,11.9,20.58,79.42,0.0714,0.0168,0.0271,0.3579,2.3148,2.7391,3.9148,2.3463,3.539,35.71,-1.1757,short
2h_previous_range_pct,4.189988,lte,214,683,7.94,21.96,23.72,76.28,0.0794,0.095,0.0865,0.3981,1.1633,2.4823,4.2914,2.4116,3.8188,38.32,-1.8091,short
2h_previous_range_pct,6.284982,lte,419,478,10.26,19.57,28.45,71.55,0.1026,0.2402,0.1438,0.5143,1.3187,2.8239,4.7678,2.7493,4.1264,42.72,-1.9438,short
2h_previous_range_pct,8.379976,lte,560,337,13.57,17.68,30.56,69.44,0.1357,0.4246,0.2057,0.6801,1.744,3.2815,4.8207,3.2539,3.864,46.96,-1.5392,short
2h_previous_range_pct,10.47497,lte,643,254,13.84,19.13,35.43,64.57,0.1384,0.4972,0.2165,0.6936,1.3185,3.1664,5.615,2.9883,4.7358,47.28,-2.4486,short
2h_previous_range_pct,12.569964,lte,712,185,15.73,19.38,36.22,63.78,0.1573,0.6257,0.2514,0.7883,1.4294,3.3898,5.6685,3.1318,4.8354,48.31,-2.2786,short
2h_previous_range_pct,14.664958,lte,761,136,16.29,19.58,40.44,59.56,0.1629,0.6927,0.2638,0.8165,1.2256,3.4319,6.2542,3.1237,5.4944,48.88,-2.8223,short
2h_previous_range_pct,16.759952,lte,796,101,17.09,20.1,42.57,57.43,0.1709,0.7598,0.279,0.8562,1.1465,3.4951,6.7338,3.1261,6.2971,48.99,-3.2387,short
2h_previous_range_pct,18.854946,lte,816,81,17.77,19.98,41.98,58.02,0.1777,0.8101,0.2915,0.8905,1.2297,3.5992,6.485,3.2855,5.4737,49.14,-2.8858,short
2h_previous_range_pct,20.94994,lte,827,70,18.14,19.95,41.43,58.57,0.1814,0.838,0.2982,0.9089,1.2853,3.6217,6.673,3.219,6.6039,49.46,-3.0513,short
2h_previous_range_pct,23.044934,lte,840,57,17.98,20.0,49.12,50.88,0.1798,0.8436,0.2964,0.9008,0.9309,3.6096,7.5469,3.2482,6.9452,49.52,-3.9373,short
2h_previous_range_pct,25.139928,lte,849,48,18.26,19.91,50.0,50.0,0.1826,0.8659,0.3016,0.9149,0.9172,3.6405,7.7376,3.2558,7.5032,49.71,-4.0971,short
2h_previous_range_pct,27.234922,lte,855,42,18.71,19.77,45.24,54.76,0.1871,0.8939,0.3095,0.9378,1.1461,3.7433,6.2313,3.4184,4.801,50.06,-2.488,short
2h_previous_range_pct,29.329916,lte,862,35,18.91,19.95,45.71,54.29,0.1891,0.9106,0.3132,0.9476,1.1254,3.7617,6.2744,3.45,4.2995,50.12,-2.5127,short
2h_previous_range_pct,31.42491,lte,868,29,19.01,20.05,48.28,51.72,0.1901,0.9218,0.3152,0.9526,1.016,3.7582,6.899,3.4413,4.7354,50.12,-3.1407,short
2h_previous_range_pct,33.519904,lte,875,22,19.2,20.0,50.0,50.0,0.192,0.9385,0.3188,0.9621,0.96,3.7685,7.4916,3.4282,5.6665,50.29,-3.7231,short
2h_previous_range_pct,35.614898,lte,879,18,19.45,19.91,44.44,55.56,0.1945,0.9553,0.3233,0.9749,1.2214,3.8019,6.6859,3.4342,5.8716,50.51,-2.884,short
2h_previous_range_pct,37.709892,lte,881,16,19.52,19.86,43.75,56.25,0.1952,0.9609,0.3245,0.9783,1.2637,3.8059,6.8277,3.436,6.0796,50.62,-3.0218,short
2h_previous_range_pct,39.804886,lte,887,10,19.73,19.95,40.0,60.0,0.1973,0.9777,0.3283,0.9887,1.4831,3.8029,8.9015,3.4117,9.817,50.73,-5.0986,short
2h_previous_range_pct,41.89988,lte,889,8,19.8,19.91,37.5,62.5,0.198,0.9832,0.3296,0.9921,1.6573,3.8386,6.2138,3.4668,5.2994,50.73,-2.3752,short
2h_previous_range_pct,43.994874,lte,890,7,19.89,19.89,28.57,71.43,0.1989,0.9888,0.3312,0.9966,2.5,3.8551,4.4548,3.4755,4.449,50.79,-0.5997,short
2h_previous_range_pct,46.089868,lte,891,6,19.87,19.87,33.33,66.67,0.1987,0.9888,0.3308,0.9955,2.0,3.8535,4.7989,3.466,6.0228,50.73,-0.9454,short
2h_previous_range_pct,48.184862,lte,891,6,19.87,19.87,33.33,66.67,0.1987,0.9888,0.3308,0.9955,2.0,3.8535,4.7989,3.466,6.0228,50.73,-0.9454,short
2h_previous_range_pct,50.279856,lte,893,4,19.93,19.82,25.0,75.0,0.1993,0.9944,0.3321,0.9989,3.0169,3.8667,2.3257,3.4899,1.9687,50.84,1.5409,short
2h_previous_range_pct,52.37485,lte,894,3,19.91,19.8,33.33,66.67,0.1991,0.9944,0.3318,0.9978,2.0113,3.8681,1.3773,3.4855,2.7773,50.89,2.4909,short
2h_previous_range_pct,54.469844,lte,894,3,19.91,19.8,33.33,66.67,0.1991,0.9944,0.3318,0.9978,2.0113,3.8681,1.3773,3.4855,2.7773,50.89,2.4909,short
2h_previous_range_pct,56.564838,lte,894,3,19.91,19.8,33.33,66.67,0.1991,0.9944,0.3318,0.9978,2.0113,3.8681,1.3773,3.4855,2.7773,50.89,2.4909,short
2h_previous_range_pct,58.659832,lte,894,3,19.91,19.8,33.33,66.67,0.1991,0.9944,0.3318,0.9978,2.0113,3.8681,1.3773,3.4855,2.7773,50.89,2.4909,short
2h_previous_range_pct,60.754826,lte,894,3,19.91,19.8,33.33,66.67,0.1991,0.9944,0.3318,0.9978,2.0113,3.8681,1.3773,3.4855,2.7773,50.89,2.4909,short
2h_previous_range_pct,62.84982,lte,894,3,19.91,19.8,33.33,66.67,0.1991,0.9944,0.3318,0.9978,2.0113,3.8681,1.3773,3.4855,2.7773,50.89,2.4909,short
2h_previous_range_pct,64.944814,lte,895,2,20.0,19.78,0.0,100.0,0.2,1.0,0.3333,1.0022,0.0,3.8793,-4.8852,3.5115,-9.2203,50.95,8.7645,short
2h_previous_range_pct,67.039808,lte,895,2,20.0,19.78,0.0,100.0,0.2,1.0,0.3333,1.0022,0.0,3.8793,-4.8852,3.5115,-9.2203,50.95,8.7645,short
2h_previous_range_pct,69.134802,lte,895,2,20.0,19.78,0.0,100.0,0.2,1.0,0.3333,1.0022,0.0,3.8793,-4.8852,3.5115,-9.2203,50.95,8.7645,short
2h_previous_range_pct,71.229796,lte,895,2,20.0,19.78,0.0,100.0,0.2,1.0,0.3333,1.0022,0.0,3.8793,-4.8852,3.5115,-9.2203,50.95,8.7645,short
2h_previous_range_pct,73.32479,lte,895,2,20.0,19.78,0.0,100.0,0.2,1.0,0.3333,1.0022,0.0,3.8793,-4.8852,3.5115,-9.2203,50.95,8.7645,short
2h_previous_range_pct,75.419784,lte,895,2,20.0,19.78,0.0,100.0,0.2,1.0,0.3333,1.0022,0.0,3.8793,-4.8852,3.5115,-9.2203,50.95,8.7645,short
2h_previous_range_pct,77.514778,lte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,3.8738,-8.7001,3.5054,-16.4473,50.89,12.5739,short
2h_previous_range_pct,79.609772,lte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,3.8738,-8.7001,3.5054,-16.4473,50.89,12.5739,short
2h_previous_range_pct,81.704766,lte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,3.8738,-8.7001,3.5054,-16.4473,50.89,12.5739,short
2h_previous_range_pct,83.79976,lte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,3.8738,-8.7001,3.5054,-16.4473,50.89,12.5739,short
2h_previous_range_pct,85.894754,lte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,3.8738,-8.7001,3.5054,-16.4473,50.89,12.5739,short
2h_previous_range_pct,87.989748,lte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,3.8738,-8.7001,3.5054,-16.4473,50.89,12.5739,short
2h_previous_range_pct,90.084742,lte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,3.8738,-8.7001,3.5054,-16.4473,50.89,12.5739,short
2h_previous_range_pct,92.179736,lte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,3.8738,-8.7001,3.5054,-16.4473,50.89,12.5739,short
2h_previous_range_pct,94.27473,lte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,3.8738,-8.7001,3.5054,-16.4473,50.89,12.5739,short
2h_previous_range_pct,96.369724,lte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,3.8738,-8.7001,3.5054,-16.4473,50.89,12.5739,short
2h_previous_range_pct,98.464718,lte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,3.8738,-8.7001,3.5054,-16.4473,50.89,12.5739,short
2h_previous_range_pct,100.559712,lte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,3.8738,-8.7001,3.5054,-16.4473,50.89,12.5739,short
2h_previous_range_pct,102.654706,lte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,3.8738,-8.7001,3.5054,-16.4473,50.89,12.5739,short
2h_previous_range_pct,104.7497,lte,897,0,19.96,19.96,0.0,0.0,0.1996,1.0,0.3327,1.0,100.0,3.8598,0.0,3.4831,0.0,50.84,3.8598,short
2h_previous_return_pct,-27.5386,gte,897,0,19.96,19.96,0.0,0.0,0.1996,1.0,0.3327,1.0,100.0,3.8598,0.0,3.4831,0.0,50.84,3.8598,short
2h_previous_return_pct,-26.159656,gte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,3.8696,-4.902,3.5295,-38.0278,50.89,8.7716,short
2h_previous_return_pct,-24.780712,gte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,3.8696,-4.902,3.5295,-38.0278,50.89,8.7716,short
2h_previous_return_pct,-23.401768,gte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,3.8696,-4.902,3.5295,-38.0278,50.89,8.7716,short
2h_previous_return_pct,-22.022824,gte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,3.8696,-4.902,3.5295,-38.0278,50.89,8.7716,short
2h_previous_return_pct,-20.64388,gte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,3.8696,-4.902,3.5295,-38.0278,50.89,8.7716,short
2h_previous_return_pct,-19.264936,gte,896,1,19.98,19.87,0.0,100.0,0.1998,1.0,0.333,1.0011,0.0,3.8696,-4.902,3.5295,-38.0278,50.89,8.7716,short
2h_previous_return_pct,-17.885992,gte,895,2,20.0,19.89,0.0,100.0,0.2,1.0,0.3333,1.0022,0.0,3.8726,-1.8913,3.5301,-17.5213,50.95,5.7639,short
2h_previous_return_pct,-16.507048,gte,894,3,20.02,19.91,0.0,100.0,0.2002,1.0,0.3336,1.0034,0.0,3.8721,0.1837,3.5288,-10.1383,50.89,3.6885,short
2h_previous_return_pct,-15.128104,gte,893,4,20.04,19.93,0.0,100.0,0.2004,1.0,0.334,1.0045,0.0,3.8714,1.2666,3.5247,-5.8087,50.84,2.6048,short
2h_previous_return_pct,-13.74916,gte,892,5,20.07,19.96,0.0,100.0,0.2007,1.0,0.3343,1.0056,0.0,3.8712,1.8217,3.527,-4.3535,50.78,2.0496,short
2h_previous_return_pct,-12.370216,gte,892,5,20.07,19.96,0.0,100.0,0.2007,1.0,0.3343,1.0056,0.0,3.8712,1.8217,3.527,-4.3535,50.78,2.0496,short
